,listing_id,title,make,model,type_of_vehicle,category,transmission,fuel_type
10235,1008399,Suzuki Swift Sport 1.4M,suzuki,swift,hatchback,"parf car, almost new car, premium ad car, low mileage car",manual,unknown
10236,1023505,Mercedes-Benz E-Class E250,mercedes-benz,e250,luxury sedan,"parf car, low mileage car",auto,unknown
10237,995473,Mercedes-Benz C-Class C180 Avantgarde,mercedes-benz,c180,luxury sedan,"parf car, premium ad car",auto,unknown
10238,1019184,Mercedes-Benz C-Class C200 Avantgarde,mercedes-benz,c200,luxury sedan,parf car,auto,unknown
10239,1007255,Nissan X-Trail 2.0A 7-Seater Sunroof,nissan,x-trail,suv,"parf car, consignment car, low mileage car",auto,unknown
10240,986718,Mercedes-Benz S-Class S600L AMG Line,mercedes-benz,amg,luxury sedan,"parf car, premium ad car, low mileage car",auto,unknown
10241,1018823,Audi A3 Sedan 1.0A TFSI S-tronic ,audi,a3,luxury sedan,"opc car, parf car, low mileage car",auto,unknown
10242,1018563,Mitsubishi ASX 2.0A,mitsubishi,asx,suv,"parf car, premium ad car",auto,unknown
10243,1010802,BMW 4 Series 420i Gran Coupe Sunroof,bmw,420i,luxury sedan,"parf car, direct owner sale",auto,unknown
10244,994347,Mitsubishi Lancer 1.6A GLX ,mitsubishi,lancer,mid-sized sedan,coe car,auto,unknown
10245,1006282,Nissan Note 1.2A,nissan,note,hatchback,parf car,auto,unknown
10246,1021536,Volkswagen Scirocco 2.0A TSI ,volkswagen,scirocco,sports car,"coe car, premium ad car",auto,unknown
10247,1012783,Land Rover Range Rover Evoque 2.0A 5DR,land rover,range,suv,"parf car, premium ad car",auto,unknown
10248,1021418,Mazda 3 1.5A Sunroof,mazda,3,mid-sized sedan,parf car,auto,unknown
10249,1014145,Peugeot 5008 1.6A Puretech EAT8 Active,peugeot,5008,suv,"parf car, direct owner sale, low mileage car",auto,unknown
10250,1026582,Honda Freed 1.5A G ,honda,freed,mpv,"coe car, direct owner sale",auto,unknown
10251,1001941,Toyota Sienta 1.5A Standard,toyota,sienta,mpv,"parf car, premium ad car",auto,unknown
10252,1023470,BMW 2 Series 216d Active Tourer,bmw,216d,hatchback,"parf car, low mileage car",auto,diesel
10253,981956,Lexus RX270 ,lexus,rx,suv,coe car,auto,unknown
10254,1024972,Honda Jazz 1.3A ,undetermined,jazz,hatchback,"coe car, premium ad car, low mileage car",auto,unknown
10255,1027339,Nissan Cabstar,nissan,cabstar,truck,-,manual,diesel
10256,957179,Maserati Ghibli 3.0A,maserati,ghibli,luxury sedan,"parf car, premium ad car",auto,unknown
10257,997768,BMW M Series M850i Coupe xDrive,bmw,m8,sports car,"parf car, rare & exotic, almost new car, premium ad car, low mileage car",auto,unknown
10258,1011065,Honda Vezel 1.5A X,undetermined,vezel,suv,"parf car, premium ad car",auto,unknown
10259,1017726,Honda Civic 1.8A VTi-S ,honda,civic,mid-sized sedan,"coe car, consignment car",auto,unknown
10260,985783,BMW 7 Series 750Li Sunroof,bmw,750li,luxury sedan,parf car,auto,unknown
10261,1020996,Mazda 2 1.5A,mazda,2,mid-sized sedan,parf car,auto,unknown
10262,1029001,Volkswagen Sharan 2.0A TSI Sunroof,volkswagen,sharan,mpv,parf car,auto,unknown
10263,1018416,Land Rover Defender 90,land rover,defender,truck,-,auto,diesel
10264,989393,Nissan NV200 1.6A DX,nissan,nv200,van,"almost new car, premium ad car",auto,petrol
10265,1027279,Hyundai Accent 1.4A,hyundai,accent,mid-sized sedan,parf car,auto,unknown
10266,1024979,Mercedes-Benz S-Class S400L,mercedes-benz,s400l,luxury sedan,parf car,auto,unknown
10267,1001621,Toyota Vios 1.5A E,undetermined,vios,mid-sized sedan,"parf car, premium ad car, low mileage car",auto,unknown
10268,1017436,Honda Fit 1.3A ,honda,fit,hatchback,"coe car, premium ad car, low mileage car",auto,unknown
10269,1028675,Mitsubishi Lancer EX 1.5A GLS ,undetermined,lancer,mid-sized sedan,coe car,auto,unknown
10270,1023911,Toyota Corolla Axio 1.5A X ,toyota,corolla,mid-sized sedan,coe car,auto,unknown
10271,1005374,Nissan Note 1.2A,nissan,note,hatchback,parf car,auto,unknown
10272,1027187,Hyundai Tucson 1.6A GLS T-GDi DCT Turbo,hyundai,tucson,suv,"parf car, premium ad car, low mileage car",auto,unknown
10273,960180,Porsche 911 Speedster 4.0M,porsche,911,sports car,"parf car, rare & exotic, premium ad car",manual,unknown
10274,1013982,Honda Jazz 1.3A,honda,jazz,hatchback,parf car,auto,unknown
10275,1030446,BMW 3 Series 335i Coupe Sunroof ,bmw,335i,sports car,"coe car, premium ad car",auto,unknown
10276,994636,Toyota Hiace 2.0A DX,undetermined,hiace,van,"almost new car, premium ad car",auto,petrol
10277,1011052,Ssangyong Tivoli Diesel 1.6A Standard,ssangyong,tivoli,suv,parf car,auto,diesel
10278,1029360,SEAT Leon 1.2A TSI Style,seat,leon,hatchback,parf car,auto,unknown
10279,1022257,Citroen Grand C4 Picasso Diesel 1.6A BlueHDi Panoramic,citroen,c4,mpv,"parf car, premium ad car",auto,diesel
10280,981020,Mercedes-Benz B-Class B180 Sunroof,mercedes-benz,b180,hatchback,"parf car, direct owner sale",auto,unknown
10281,1012778,Honda Vezel 1.5A X,honda,vezel,suv,parf car,auto,unknown
10282,1024613,Volkswagen Golf 1.4A TSI ,volkswagen,golf,hatchback,coe car,auto,unknown
10283,1026513,Toyota Hiace 2.8A Super GL Dark Prime,undetermined,hiace,van,"almost new car, premium ad car",auto,diesel
10284,1005245,Mercedes-Benz GLC-Class GLC43 Coupe AMG 4MATIC,undetermined,amg,suv,"parf car, premium ad car",auto,unknown
10285,978832,Volkswagen Scirocco GP 1.4A TSI,volkswagen,scirocco,sports car,"parf car, consignment car",auto,unknown
10286,1026045,Mazda 5 2.0A Sunroof ,mazda,2,mpv,"coe car, low mileage car",auto,unknown
10287,1013395,Audi A3 Sportback 1.0A TFSI S-tronic,audi,a3,hatchback,"parf car, premium ad car",auto,unknown
10288,1015230,Toyota C-HR Hybrid 1.8A G,toyota,c-hr,suv,"parf car, premium ad car, hybrid cars",auto,petrol-electric
10289,1019035,BMW 3 Series 328i ,bmw,328i,luxury sedan,coe car,auto,unknown
10290,1004342,Kia Cerato Forte 1.6A SX ,undetermined,cerato,mid-sized sedan,"coe car, premium ad car",auto,unknown
10291,1021184,Suzuki Every ,suzuki,every,van,"imported used vehicle, coe car",auto,petrol
10292,1013202,SEAT Leon 1.0A TSI Style Plus,seat,leon,hatchback,"parf car, low mileage car",auto,unknown
10293,1024902,Mitsubishi Lancer 1.6M GLX ,mitsubishi,lancer,mid-sized sedan,"coe car, premium ad car",manual,unknown
10294,1012602,Hyundai Elantra 1.6A Elite ,hyundai,elantra,mid-sized sedan,"coe car, low mileage car",auto,unknown
10295,1023252,Mercedes-Benz E-Class E200K ,mercedes-benz,e200,luxury sedan,"coe car, premium ad car, low mileage car",auto,unknown
10296,1007437,Honda Odyssey 2.4A EX-S 8-Seater,honda,e,mpv,parf car,auto,unknown
10297,984355,Mercedes-Benz C-Class C160 Avantgarde,mercedes-benz,c160,luxury sedan,"parf car, almost new car",auto,unknown
10298,1013292,Toyota Hiace 2.8A DX,toyota,hiace,van,almost new car,auto,diesel
10299,1014917,Toyota Hiace 2.0A DX,toyota,hiace,van,"almost new car, premium ad car",auto,petrol
10300,996644,BMW 3 Series 328i Luxury ,bmw,328i,luxury sedan,"coe car, premium ad car",auto,unknown
10301,998860,Toyota Alphard 2.5A S C-Package Moonroof,toyota,alphard,mpv,"imported used vehicle, coe car, low mileage car",auto,unknown
10302,1025617,Mercedes-Benz S-Class S320L,mercedes-benz,s320l,luxury sedan,"parf car, low mileage car",auto,unknown
10303,984766,Toyota Rav4 2.0A Premium,toyota,rav4,suv,"parf car, low mileage car",auto,unknown
10304,1008324,Mercedes-Benz E-Class E180 Avantgarde,mercedes-benz,e180,luxury sedan,"parf car, almost new car, consignment car",auto,unknown
10305,939775,Mercedes-Benz C-Class C200 Mild Hybrid Avantgarde,mercedes-benz,c200,luxury sedan,"parf car, direct owner sale, low mileage car, hybrid cars",auto,petrol-electric
10306,1008942,Toyota Dyna 150 3.0M,toyota,dyna,truck,"almost new car, premium ad car, low mileage car",manual,diesel
10307,977327,Land Rover Range Rover Sport Diesel 3.0A HSE Dynamic 7-Seater,land rover,range,suv,"parf car, direct owner sale, rare & exotic, low mileage car",auto,diesel
10308,1028528,Lexus IS Hybrid IS300h Executive,lexus,is,luxury sedan,"parf car, premium ad car, hybrid cars",auto,petrol-electric
10309,1026665,Toyota Corolla Altis 1.6A ,toyota,corolla,mid-sized sedan,coe car,auto,unknown
10310,1023892,Mercedes-Benz CLA-Class CLA200 AMG Line,mercedes-benz,amg,luxury sedan,"parf car, premium ad car, low mileage car",auto,unknown
10311,1018816,Honda Civic 1.5A VTEC Turbo Sunroof,honda,civic,mid-sized sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,unknown
10312,1021468,Mitsubishi Lancer EX 1.6A ,undetermined,lancer,mid-sized sedan,"opc car, parf car, low mileage car",auto,unknown
10313,1022093,Toyota RegiusAce 3.0A,toyota,regiusace,van,direct owner sale,auto,diesel
10314,946604,Honda Fit 1.3A G F-Package,honda,fit,hatchback,"parf car, almost new car, consignment car, low mileage car",auto,unknown
10315,1016240,Nissan Urvan 3.0A,nissan,urvan,bus/mini bus,direct owner sale,auto,diesel
10316,1023492,Mazda 3 1.5A Sunroof,mazda,3,mid-sized sedan,parf car,auto,unknown
10317,1028824,Lexus IS250 ,lexus,is,luxury sedan,"coe car, direct owner sale",auto,unknown
10318,1029358,Mercedes-Benz S-Class S400L,mercedes-benz,s400l,luxury sedan,parf car,auto,unknown
10319,1029350,Volkswagen Golf 1.4A TSI ,undetermined,golf,hatchback,"coe car, premium ad car",auto,unknown
10320,1025921,Toyota Sienta Hybrid 1.5A X,toyota,sienta,mpv,"parf car, premium ad car, hybrid cars, sgcarmart warranty cars",auto,petrol-electric
10321,926565,Kia K2500 Single-Cab,kia,k2500,truck,-,manual,diesel
10322,1021292,Honda Stream 1.8A X ,honda,stream,mpv,"coe car, premium ad car",auto,unknown
10323,1031049,Toyota Vios 1.5A E ,undetermined,vios,mid-sized sedan,coe car,auto,unknown
10324,1012738,Mercedes-Benz S-Class S350d AMG Line,mercedes-benz,amg,luxury sedan,"parf car, rare & exotic",auto,diesel
10325,1011169,Mitsubishi Lancer EX 1.5A ,undetermined,lancer,mid-sized sedan,coe car,auto,unknown
10326,1025278,Honda Stream 1.8A ,undetermined,stream,mpv,"coe car, premium ad car, low mileage car",auto,unknown
10327,1028854,Ssangyong Stavic Diesel 2.0A eXDI 9-Seater,ssangyong,stavic,mpv,parf car,auto,diesel
10328,968941,Suzuki SX4 S-Cross 1.6A GLX,suzuki,sx4,suv,parf car,auto,unknown
10329,1029395,BMW M Series M3 Sedan Competition Package,bmw,m3,sports car,"parf car, direct owner sale, rare & exotic, almost new car",auto,unknown
10330,969229,Audi S5 Cabriolet 3.0A TFSI Quattro ,audi,s5,sports car,"coe car, direct owner sale, low mileage car",auto,unknown
10331,973015,Mercedes-Benz C-Class C200 Avantgarde,mercedes-benz,c200,luxury sedan,parf car,auto,unknown
10332,943573,Kia Cerato K3 1.6A ,undetermined,cerato,mid-sized sedan,"opc car, parf car, direct owner sale, low mileage car",auto,unknown
10333,1027021,Mazda 3 1.5A Sunroof,mazda,3,mid-sized sedan,parf car,auto,unknown
10334,1028250,Honda Vezel 1.5A X Honda Sensing,honda,vezel,suv,"parf car, premium ad car",auto,unknown
10335,1012982,Toyota Vios 1.5A E ,undetermined,vios,mid-sized sedan,"coe car, premium ad car",auto,unknown
10336,1019233,Volkswagen Touran 1.4A TSI Comfortline,volkswagen,touran,mpv,parf car,auto,unknown
10337,1002504,Honda Freed Hybrid 1.5A G 7-Seater Honda Sensing,honda,freed,mpv,"parf car, premium ad car, hybrid cars",auto,petrol-electric
10338,1009904,Toyota Hiace 3.0M,toyota,hiace,van,premium ad car,manual,diesel
10339,1030968,Volkswagen Jetta GP 1.4A TSI Highline,volkswagen,jetta,mid-sized sedan,"parf car, premium ad car, low mileage car",auto,unknown
10340,1025870,Mercedes-Benz E-Class E200 Exclusive,mercedes-benz,e200,luxury sedan,"parf car, premium ad car",auto,unknown
10341,1030347,Honda Jazz 1.5A RS,honda,jazz,hatchback,"parf car, premium ad car",auto,unknown
10342,1019556,Suzuki APV 1.6A ,suzuki,apv,mpv,"coe car, direct owner sale",auto,unknown
10343,992981,Mazda Axela 1.5A,mazda,axela,mid-sized sedan,"parf car, consignment car",auto,diesel
10344,997232,Ferrari 360 Modena F1 ,ferrari,360,sports car,"coe car, rare & exotic, premium ad car",auto,unknown
10345,1024211,Volvo S90 T5 Momentum,volvo,s90,luxury sedan,parf car,auto,unknown
10346,1001506,Honda Vezel Hybrid 1.5A X,honda,vezel,suv,"parf car, hybrid cars",auto,petrol-electric
10347,984656,Toyota Estima 2.4A Aeras G Moonroof ,undetermined,estima,mpv,"coe car, premium ad car, low mileage car",auto,unknown
10348,1016031,Suzuki Vitara 1.6A GLX,suzuki,vitara,suv,"parf car, premium ad car, low mileage car",auto,unknown
10349,1027636,BMW X4 xDrive28i Sunroof,bmw,x4,suv,"parf car, premium ad car",auto,unknown
10350,1027544,Peugeot Partner 1.6M HDi,peugeot,partner,van,direct owner sale,manual,diesel
10351,1029619,Volvo S60 T4 Momentum,volvo,s60,luxury sedan,"parf car, low mileage car",auto,unknown
10352,1030476,Suzuki Swift 1.3A ,suzuki,swift,hatchback,"coe car, consignment car",auto,unknown
10353,904268,Toyota Estima 2.4A Aeras Premium Moonroof,undetermined,estima,mpv,"parf car, premium ad car",auto,unknown
10354,1021329,Toyota Vios 1.5A G,undetermined,vios,mid-sized sedan,parf car,auto,unknown
10355,1024276,Jaguar XE Diesel 2.0A Prestige,jaguar,xe,luxury sedan,"parf car, premium ad car",auto,diesel
10356,1017736,Mitsubishi Attrage 1.2A,mitsubishi,attrage,mid-sized sedan,parf car,auto,unknown
10357,1010220,Toyota Camry 2.0A,toyota,camry,luxury sedan,"parf car, premium ad car",auto,unknown
10358,1021053,Honda Vezel 1.5A X,honda,vezel,suv,parf car,auto,unknown
10359,987598,Mazda 3 1.5A Sunroof,mazda,3,mid-sized sedan,parf car,auto,unknown
10360,1030886,Audi A5 Sportback 2.0A TFSI S-tronic Design,audi,a5,luxury sedan,"parf car, direct owner sale",auto,unknown
10361,1019714,Land Rover Range Rover Plug-in Hybrid 2.0A P400e PHEV,land rover,range,suv,"parf car, rare & exotic, almost new car, premium ad car, hybrid cars",auto,petrol-electric
10362,932192,BMW M Series X6 M ,bmw,x6,suv,"coe car, direct owner sale",auto,unknown
10363,988580,Toyota C-HR Hybrid 1.8A S,toyota,c-hr,suv,"parf car, hybrid cars",auto,petrol-electric
10364,1026393,Lexus ES Hybrid ES300h Luxury,lexus,es,luxury sedan,"parf car, hybrid cars",auto,petrol-electric
10365,1011295,Hyundai Elantra 1.6A Elite ,hyundai,elantra,mid-sized sedan,"opc car, coe car, low mileage car",auto,unknown
10366,1026624,Volkswagen Tiguan 1.4A TSI Highline,volkswagen,tiguan,suv,"parf car, premium ad car",auto,unknown
10367,1015644,Honda Fit 1.3A GF,honda,fit,hatchback,"parf car, premium ad car",auto,unknown
10368,1028636,Volkswagen Tiguan 1.4A TSI Highline,volkswagen,tiguan,suv,"parf car, consignment car",auto,unknown
10369,980897,Toyota Wish 1.8A X ,undetermined,wish,mpv,"coe car, premium ad car",auto,unknown
10370,1026737,Honda Vezel 1.5A X,honda,vezel,suv,"parf car, premium ad car, low mileage car",auto,unknown
10371,983066,Lexus ES250 Executive Sunroof,lexus,es,luxury sedan,"parf car, premium ad car",auto,unknown
10372,1022042,Honda Civic 2.0M Si ,honda,civic,mid-sized sedan,"coe car, premium ad car",manual,unknown
10373,1027732,Mercedes-Benz E-Class E63 S AMG 4MATIC+ Premium Plus,mercedes-benz,amg,sports car,"parf car, rare & exotic",auto,unknown
10374,1025721,Honda Vezel Hybrid 1.5A RS,undetermined,vezel,suv,"parf car, premium ad car, hybrid cars",auto,petrol-electric
10375,1021340,Nissan Sylphy 1.6A Premium,nissan,sylphy,mid-sized sedan,"parf car, low mileage car",auto,unknown
10376,1030592,BMW X1 sDrive18i xLine,bmw,x1,suv,"parf car, almost new car, consignment car, low mileage car",auto,unknown
10377,979958,Mercedes-Benz CLA-Class CLA180 Shooting Brake Urban,mercedes-benz,cla180,stationwagon,parf car,auto,unknown
10378,1031246,Audi A4 2.0A TFSI S-tronic,audi,a4,luxury sedan,parf car,auto,unknown
10379,1030057,Honda Jazz 1.3A L ,undetermined,jazz,hatchback,"coe car, premium ad car",auto,unknown
10380,986566,Mercedes-Benz A-Class A180 Style,mercedes-benz,a180,hatchback,parf car,auto,unknown
10381,1018050,Honda Integra Type R 2.0M ,honda,integra,sports car,coe car,manual,unknown
10382,1001655,Toyota Sienta 1.5A Elegance,toyota,sienta,mpv,parf car,auto,unknown
10383,1022531,Honda Freed Hybrid 1.5A G Honda Sensing,honda,freed,mpv,"parf car, low mileage car, hybrid cars",auto,petrol-electric
10384,1017552,BMW 5 Series 520i Highline ,bmw,520i,luxury sedan,"coe car, direct owner sale, low mileage car",auto,unknown
10385,1011126,Chevrolet Malibu 2.4A,chevrolet,malibu,luxury sedan,parf car,auto,unknown
10386,971757,MINI Cooper Coupe 1.6A,mini,cooper,sports car,"parf car, direct owner sale, low mileage car",auto,unknown
10387,1010788,Mercedes-Benz E-Class E300 Avantgarde,mercedes-benz,e300,luxury sedan,"parf car, premium ad car, low mileage car",auto,unknown
10388,1026094,Toyota Dyna 150 3.0M,toyota,dyna,truck,-,manual,diesel
10389,979321,Ferrari California T 3.8A,ferrari,california,sports car,"parf car, rare & exotic, premium ad car, low mileage car",auto,unknown
10390,987145,Toyota Dyna 150 3.0M,toyota,dyna,truck,-,manual,diesel
10391,991052,Mazda 3 1.5A Deluxe,mazda,3,mid-sized sedan,"parf car, premium ad car, sta evaluated car",auto,unknown
10392,1019928,Hyundai Elantra 1.6A Elite ,hyundai,elantra,mid-sized sedan,coe car,auto,unknown
10393,1018869,Honda Shuttle Hybrid 1.5A,undetermined,shuttle,stationwagon,"parf car, hybrid cars",auto,petrol-electric
10394,1022121,Nissan Fairlady 370Z ,nissan,fairlady,sports car,"coe car, low mileage car",manual,unknown
10395,1024689,Toyota Camry Hybrid 2.5A Ascent Sport,toyota,camry,luxury sedan,"parf car, almost new car, premium ad car, hybrid cars",auto,petrol-electric
10396,1023585,Toyota Estima 2.4A Aeras,toyota,estima,mpv,parf car,auto,unknown
10397,1026631,BMW X1 sDrive18i xLine,bmw,x1,suv,parf car,auto,unknown
10398,1021318,Mercedes-Benz A-Class A45 AMG 4MATIC+,mercedes-benz,a45,sports car,"parf car, almost new car, premium ad car",auto,unknown
10399,993581,Mercedes-Benz CLA-Class CLA180,mercedes-benz,cla180,luxury sedan,parf car,auto,unknown
10400,1026548,Mercedes-Benz E-Class E250 Avantgarde,mercedes-benz,e250,luxury sedan,parf car,auto,unknown
10401,1009965,Honda Odyssey 2.4A EX-S,honda,e,mpv,"parf car, premium ad car",auto,unknown
10402,1005014,Nissan NV200 1.6A DX,nissan,nv200,van,"almost new car, premium ad car",auto,petrol
10403,1015424,Toyota Dyna 150 3.0M,undetermined,dyna,truck,almost new car,manual,diesel
10404,1023270,Toyota Dyna 150 3.0M,toyota,dyna,truck,premium ad car,manual,diesel
10405,1029102,Honda Odyssey 2.4A Absolute,honda,odyssey,mpv,parf car,auto,unknown
10406,1017662,Toyota Alphard 2.4A Welcab ,toyota,alphard,mpv,coe car,auto,unknown
10407,1015733,Nissan Latio 1.5A Sports ,nissan,latio,hatchback,coe car,auto,unknown
10408,1029071,Nissan GTR 3.8A ,nissan,gtr,sports car,"coe car, premium ad car",auto,unknown
10409,1025107,Aston Martin V8 Vantage 4.7A Sportshift II,aston martin,v8,sports car,"parf car, low mileage car",auto,unknown
10410,1023256,Mercedes-Benz CLA-Class CLA180 Urban,mercedes-benz,cla180,luxury sedan,parf car,auto,unknown
10411,1028561,Mitsubishi Fuso Canter FB511 ,undetermined,fuso,truck,coe car,manual,diesel
10412,994896,Toyota Corolla Altis 1.6A,toyota,corolla,mid-sized sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,unknown
10413,1017150,Mercedes-Benz CLA-Class CLA180,mercedes-benz,cla180,luxury sedan,parf car,auto,unknown
10414,1014650,Toyota Corolla Altis 1.6A ,undetermined,corolla,mid-sized sedan,"coe car, consignment car",auto,unknown
10415,1017960,Toyota Hiace 3.0M ,undetermined,hiace,van,"coe car, premium ad car",manual,diesel
10416,992523,Suzuki Swift 1.5A ,suzuki,swift,hatchback,coe car,auto,unknown
10417,1028880,Audi A3 Sedan 1.0A TFSI S-tronic,audi,a3,luxury sedan,"parf car, consignment car",auto,unknown
10418,1018938,Honda Odyssey Hybrid 2.0A e-HEV Absolute 7-Seater,honda,e,mpv,"parf car, almost new car, premium ad car, low mileage car, hybrid cars",auto,petrol-electric
10419,1006319,Mitsubishi Lancer EX 1.5A GLS ,mitsubishi,lancer,mid-sized sedan,coe car,auto,unknown
10420,988594,Honda Shuttle Hybrid 1.5A,undetermined,shuttle,stationwagon,"parf car, low mileage car, hybrid cars",auto,petrol-electric
10421,1028468,BMW 1 Series 118i 5DR ,bmw,118i,hatchback,"coe car, premium ad car",auto,unknown
10422,1028086,Toyota Harrier 2.0A Premium Panoramic,undetermined,harrier,suv,parf car,auto,unknown
10423,1025808,Honda Shuttle 1.5A G LED,undetermined,shuttle,stationwagon,"parf car, premium ad car",auto,unknown
10424,1017409,Porsche Cayenne Coupe 3.0A Tip,porsche,cayenne,suv,"parf car, rare & exotic, almost new car, premium ad car, low mileage car",auto,unknown
10425,1015693,Mitsubishi Lancer EX 1.5A GLS ,undetermined,lancer,mid-sized sedan,"coe car, direct owner sale",auto,unknown
10426,1016691,Isuzu FTR34P ,isuzu,ftr34p,truck,coe car,manual,diesel
10427,1001670,Toyota Camry Hybrid 2.4A ,toyota,camry,luxury sedan,"coe car, premium ad car, hybrid cars",auto,petrol-electric
10428,1021821,Toyota Vios 1.5A E,toyota,vios,mid-sized sedan,"parf car, low mileage car",auto,unknown
10429,998734,Toyota Land Cruiser 4.6A X,toyota,land,suv,parf car,auto,unknown
10430,1030392,Honda Fit 1.3A G F-Package ,honda,fit,hatchback,"opc car, parf car, premium ad car, low mileage car, sgcarmart warranty cars",auto,unknown
10431,1018202,Honda Fit 1.3A GF ,honda,fit,hatchback,coe car,auto,unknown
10432,1026474,BMW X1 sDrive18i M-Sport,bmw,x1,suv,parf car,auto,unknown
10433,1021726,Porsche Cayenne 3.6A Tip Platinum Edition,porsche,cayenne,suv,parf car,auto,unknown
10434,1022797,Volkswagen Golf 1.4A TSI,undetermined,golf,hatchback,parf car,auto,unknown
10435,1009863,Audi A5 Sportback 2.0A TFSI S-tronic Design,audi,a5,luxury sedan,parf car,auto,unknown
10436,1026444,Toyota Corolla Altis 1.6A ,undetermined,corolla,mid-sized sedan,coe car,auto,unknown
10437,1023425,Hyundai Elantra 1.6A Elite,hyundai,elantra,mid-sized sedan,parf car,auto,unknown
10438,998359,Mitsubishi Fuso Canter FEB50,undetermined,fuso,truck,-,manual,diesel
10439,872806,Mercedes-Benz E-Class E250,mercedes-benz,e250,luxury sedan,parf car,auto,unknown
10440,999963,BMW X4 xDrive20i M-Sport Sunroof,bmw,x4,suv,"parf car, premium ad car",auto,unknown
10441,1028678,BMW X1 sDrive20i Sunroof,bmw,x1,suv,"parf car, low mileage car",auto,unknown
10442,988987,Mercedes-Benz E-Class E250 Edition E Sunroof,mercedes-benz,e250,luxury sedan,"parf car, premium ad car",auto,unknown
10443,1017979,Volkswagen Transporter T6,volkswagen,transporter,van,premium ad car,auto,diesel
10444,1011580,Honda Civic Hybrid 1.3A ,honda,civic,mid-sized sedan,"coe car, hybrid cars",auto,petrol-electric
10445,1028812,Toyota Corolla Altis 1.6A ,toyota,corolla,mid-sized sedan,"coe car, premium ad car",auto,unknown
10446,1010322,Nissan Cabstar,nissan,cabstar,truck,premium ad car,manual,diesel
10447,1025237,Honda Vezel 1.5A X,honda,vezel,suv,"parf car, premium ad car",auto,unknown
10448,1025892,Honda Fit 1.3A G ,undetermined,fit,hatchback,coe car,auto,unknown
10449,974099,Toyota Sienta 1.5A G,toyota,sienta,mpv,parf car,auto,unknown
10450,1028413,Volkswagen Touran Diesel 1.6A TDI Comfortline EQP,volkswagen,touran,mpv,"parf car, premium ad car",auto,diesel
10451,1017920,Mazda 6 2.0A,mazda,2,luxury sedan,"parf car, premium ad car",auto,unknown
10452,1028393,Mercedes-Benz C-Class C180,mercedes-benz,c180,luxury sedan,parf car,auto,unknown
10453,1022069,Suzuki Swift Hybrid 1.2A RS,suzuki,swift,hatchback,"parf car, premium ad car, hybrid cars",auto,petrol-electric
10454,1030577,Bentley Continental GT 4.0A V8,bentley,continental,sports car,"parf car, rare & exotic",auto,unknown
10455,1005286,Mercedes-Benz S-Class S320L,mercedes-benz,s320l,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,unknown
10456,1016649,Toyota Dyna 150 3.0M ,toyota,dyna,truck,coe car,manual,diesel
10457,1011241,Nissan Pulsar 1.2A DIG-T,nissan,pulsar,hatchback,parf car,auto,unknown
10458,981108,Mazda 5 2.0A Sunroof,mazda,2,mpv,"parf car, premium ad car, sgcarmart warranty cars",auto,unknown
10459,1030939,Honda Accord Euro R 2.0M ,honda,accord,sports car,"coe car, premium ad car",manual,unknown
10460,1025898,Porsche Macan Diesel S 3.0A PDK,porsche,macan,suv,parf car,auto,diesel
10461,1000973,SEAT Ateca 1.4A TSI Style,seat,ateca,suv,parf car,auto,unknown
10462,987029,Volvo S60 T5,volvo,s60,luxury sedan,parf car,auto,unknown
10463,1018044,Volkswagen Scirocco R 2.0A ,volkswagen,scirocco,sports car,coe car,auto,unknown
10464,1029433,Honda Jazz 1.5A,honda,jazz,hatchback,parf car,auto,unknown
10465,1029199,Nissan Cabstar,nissan,cabstar,truck,-,manual,diesel
10466,1020954,Subaru Impreza WRX 2.0M ,subaru,impreza,sports car,"coe car, premium ad car",manual,unknown
10467,996307,Honda Vezel Hybrid 1.5A X,honda,vezel,suv,"parf car, premium ad car, hybrid cars",auto,petrol-electric
10468,1019293,Nissan GTR 3.8A ,nissan,gtr,sports car,"coe car, premium ad car",auto,unknown
10469,1029399,Toyota Prado 2.7A TX Limited ,toyota,prado,suv,coe car,auto,unknown
10470,984265,Lexus ES250 Sunroof,lexus,es,luxury sedan,"parf car, sgcarmart warranty cars",auto,unknown
10471,1000972,Honda Jazz 1.3A,honda,jazz,hatchback,"parf car, premium ad car",auto,unknown
10472,1027341,Toyota Wish 1.8A ,toyota,wish,mpv,coe car,auto,unknown
10473,984659,Mazda 3 HB 1.5A Sunroof,mazda,3,hatchback,"parf car, premium ad car",auto,unknown
10474,1016356,Honda Vezel 1.5A X Honda Sensing,undetermined,vezel,suv,parf car,auto,unknown
10475,1023529,Toyota Wish 1.8A,toyota,wish,mpv,"parf car, consignment car",auto,unknown
10476,1015721,Mitsubishi Lancer EX 1.6A Sports ,undetermined,lancer,mid-sized sedan,"opc car, parf car, premium ad car, low mileage car",auto,unknown
10477,993762,Ford Ranger Double-Cab 2.5A ,ford,ranger,truck,coe car,auto,diesel
10478,1030556,Volkswagen Golf 1.4A TSI ,volkswagen,golf,hatchback,"coe car, premium ad car",auto,unknown
10479,1013260,Mercedes-Benz GLC-Class GLC43 Coupe AMG 4MATIC,mercedes-benz,amg,suv,parf car,auto,unknown
10480,1023100,Honda Freed 1.5A G ,honda,freed,mpv,coe car,auto,unknown
